source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_reason,human_review_reason
7850,Textil Logistics Oy,QQ,QQ,QQ1402527552,QQ1402527552,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
7852,Fabrica Consulting SARL,FI,FI,FI6598120,FI6598120,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7853,Azur Logistics Oy,SE,SE,SE37475359650,SE37475359650,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7854,Verso Distribution AB,SE,SE,SE0K5012936701,SE0K5012936701,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7857,Prima Consulting A/S,FI,FI,FI878G8514,FI878G8514,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7866,Fabrica Industries A/S,GB,GB,GB36114193840,GB36114193840,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
7877,Prima Transports SAS,IT,IT,-,,numero_tva_absent,Numero TVA absent
7880,Verso Consulting SA,LU,LU,38533958,38533958,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7886,Batavia Industries Oy,BE,BE,BE0727J92211,BE0727J92211,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7888,Alpine Services SAS,GB,GB,GB713562328B14,GB713562328B14,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
7889,Vertex Foods SA,PT,PT,PT48318957,PT48318957,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7890,Solaris Distribution BV,IT,IT,85910664359,85910664359,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7906,Solaris Technologies SARL,SE,SE,,,numero_tva_absent,Numero TVA absent
7908,Fabrica Technologies Oy,GB,GB,GB15615549,GB15615549,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
7911,Solaris Trading Oy,LU,LU,-,,numero_tva_absent,Numero TVA absent
7915,Atlantic Distribution NV,FI,FI,FI788673258,FI788673258,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7932,Azur Transports SA,PL,PL,PL63718K9050,PL63718K9050,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7937,Batavia Foods SA,NL,NL,634496700B91,634496700B91,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7951,Solaris Consulting GmbH,IT,IT,IT1871396186,IT1871396186,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7952,Nord Transports GmbH,LU,LU,LU47931J51,LU47931J51,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7954,Vela Transports A/S,IT,IT, ,,numero_tva_absent,Numero TVA absent
7955,Lusitania Consulting Sp. z o.o.,PL,PL,PL23973K5152,PL23973K5152,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7957,Vertex Foods Sp. z o.o.,LU,LU,28711287,28711287,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7959,Batavia Transports BV,XX,XX,XX12777268372,XX12777268372,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
7963,Vertex Industries SAS,DK,DK,90896997,90896997,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7970,Corvus Technologies SpA,IT,IT,17028113193,17028113193,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7971,Lusitania Materials Oy,DK,DK,12408072,12408072,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7973,Granit Distribution BV,SE,SE,SE25594607590,SE25594607590,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7976,Lusitania Distribution BV,DK,DK,DK7169297,DK7169297,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7979,Delta Distribution Sp. z o.o.,LU,LU,-,,numero_tva_absent,Numero TVA absent
7982,Vertex Distribution SA,FI,FI,FI765J3193,FI765J3193,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7983,Hanse Distribution SpA,IT,IT,IT137924460673,IT137924460673,format_invalide,Numero nettoye non conforme au format attendu pour le pays
7986,Metallo Industries AB,PL,PL,PL84184775098,PL84184775098,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8002,Atlantic Industries SA,PT,PT,PT6170867961,PT6170867961,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8013,Lusitania Distribution SAS,SE,SE,SE0686633892015,SE0686633892015,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8015,Lumen Distribution BV,GB,GB,GB961154519,GB961154519,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8018,Vela Services SpA,DK,DK,DK6228973,DK6228973,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8020,Papyrus Trading Oy,BE,BE,1115104971,1115104971,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8021,Metallo Services SARL,PT,PT,PT88262677,PT88262677,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8023,Cobalt Technologies SAS,QQ,QQ,QQ34476825293,QQ34476825293,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8030,Atlantic Materials Oy,FR,FR,FR052098721405,FR052098721405,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8032,Azur Transports SA,BE,BE,BE18519M7961,BE18519M7961,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8040,Verso Industries Lda,FI,FI,,,numero_tva_absent,Numero TVA absent
8041,Global Trading NV,DK,DK,DK9253M010,DK9253M010,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8043,Ardent Consulting SARL,QQ,QQ,QQ03938109,QQ03938109,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8046,Fabrica Logistics AB,FR,FR,37930924593,37930924593,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8047,Textil Services BV,BE,BE,,,numero_tva_absent,Numero TVA absent
8049,Kappa Logistics Sp. z o.o.,DK,DK,83252138,83252138,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8051,Baltic Distribution SAS,IT,IT,19793191602,19793191602,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8052,Vertex Industries SAS,NL,NL,NL200447099BO1,NL200447099BO1,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8055,Fabrica Distribution AB,SE,SE,SE4034959K3101,SE4034959K3101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8056,Alpine Industries SAS,ZZ,ZZ,ZZ20573269744,ZZ20573269744,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8059,Textil Services SA,DK,DK,24208435,24208435,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8067,Alpine Industries Sp. z o.o.,IT,IT,IT6564883796,IT6564883796,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8069,Cobalt Industries A/S,SE,SE,863619684501,863619684501,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8074,Granit Logistics SA,PL,PL,PL50570520683,PL50570520683,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8077,Ardent Services SA,FI,FI,FI738996001,FI738996001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8083,Batavia Technologies SARL,QQ,QQ,QQ515951195B70,QQ515951195B70,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8092,Verso Logistics BV,SE,SE, ,,numero_tva_absent,Numero TVA absent
8095,Delta Consulting SAS,SE,SE,SE8148932349017,SE8148932349017,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8107,Nord Foods SpA,FR,FR,54355115171,54355115171,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8109,Fabrica Logistics SAS,IT,IT,-,,numero_tva_absent,Numero TVA absent
8110,Alpine Materials SA,DK,DK,39215772,39215772,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8117,Lusitania Industries SA,PL,PL,PL428354229,PL428354229,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8118,Papyrus Logistics SAS,FR,FR,FR346312920776,FR346312920776,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8124,Ardent Logistics BV,BE,BE,BE18O4733245,BE18O4733245,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8128,Papyrus Industries Sp. z o.o.,DK,DK,DK223093908,DK223093908,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8131,Granit Services NV,NL,NL,N/A,NA,numero_tva_absent,Numero TVA absent
8133,Solaris Distribution AB,ZZ,ZZ,ZZ361460481,ZZ361460481,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8134,Meridian Distribution GmbH,FR,FR,FR4774J716962,FR4774J716962,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8138,Corvus Technologies AB,XX,XX,XX03622282,XX03622282,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8139,Solaris Technologies SpA,IT,IT,IT900027744H8,IT900027744H8,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8140,Alpine Trading NV,FR,FR,FR443H0908656,FR443H0908656,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8141,Cobalt Foods SpA,DK,DK,DK118795G9,DK118795G9,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8142,Atlantic Logistics SAS,IT,IT,-,,numero_tva_absent,Numero TVA absent
8146,Corvus Trading SpA,FR,FR,FR314829592885,FR314829592885,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8148,Corvus Materials AB,DK,DK,47150671,47150671,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8151,Lusitania Logistics SARL,PL,PL,4134266540,4134266540,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8163,Vertex Trading SARL,LU,LU,LU501806245,LU501806245,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8170,Meridian Trading GmbH,PT,PT,946665567,946665567,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8177,Prima Services Oy,LU,LU,LU496938513,LU496938513,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8187,Papyrus Technologies AB,LU,LU,33513045,33513045,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8189,Textil Transports GmbH,BE,BE,0408446313,0408446313,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8191,Ardent Logistics NV,IT,IT,IT334934186116,IT334934186116,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8197,Nord Materials GmbH,IT,IT,IT41M48595512,IT41M48595512,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8198,Textil Materials NV,QQ,QQ,qq931339431b48,QQ931339431B48,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8202,Cobalt Services Lda,SE,SE,SE117O24521901,SE117O24521901,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8204,Verso Industries AB,SE,SE,SE8813333013019,SE8813333013019,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8206,Meridian Distribution Lda,FR,FR,FR639M2452974,FR639M2452974,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8209,Atlantic Industries NV,FI,FI,FI1699738,FI1699738,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8211,Batavia Foods A/S,PT,PT,PT3857466367,PT3857466367,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8217,Lusitania Distribution AB,ZZ,ZZ,ZZ824457182701,ZZ824457182701,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8219,Textil Services BV,LU,LU,-,,numero_tva_absent,Numero TVA absent
8220,Vertex Materials NV,PL,PL,PL4K18567247,PL4K18567247,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8225,Metallo Industries Oy,LU,LU,LU662864816,LU662864816,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8226,Vertex Technologies GmbH,FR,FR,null,NULL,numero_tva_absent,Numero TVA absent
8228,Lumen Services AB,FR,FR,40370385456,40370385456,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8229,Meridian Logistics SAS,SE,SE,SE01135604600,SE01135604600,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8230,Vertex Services BV,UK,UK,UK1332545121,UK1332545121,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8232,Vertex Services GmbH,PT,PT,231282710,231282710,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8236,Hanse Transports GmbH,NL,NL,NL96357G033B07,NL96357G033B07,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8237,Vertex Industries Sp. z o.o.,LU,LU,20465140,20465140,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8238,Fabrica Technologies SARL,BE,BE,BE074840468,BE074840468,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8239,Lusitania Distribution Lda,LU,LU,LU92530O59,LU92530O59,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8246,Corvus Distribution Sp. z o.o.,SE,SE,SE1144858980017,SE1144858980017,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8247,Delta Materials BV,BE,BE,BE121251435,BE121251435,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8248,Verso Services GmbH,BE,BE,1357128582,1357128582,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8253,Solaris Foods Oy,ZZ,ZZ,ZZ0989250837,ZZ0989250837,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8254,Fabrica Foods NV,PL,PL,PL667841811,PL667841811,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8272,Kappa Trading AB,NL,NL,307885021B85,307885021B85,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8279,Hanse Distribution AB,FR,FR,10874186374,10874186374,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8289,Metallo Materials Lda,SE,SE,N/A,NA,numero_tva_absent,Numero TVA absent
8291,Vela Transports SpA,FR,FR,73833294396,73833294396,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8294,Kappa Logistics SA,QQ,QQ,QQ477545203,QQ477545203,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8297,Kappa Materials SAS,PL,PL,N/A,NA,numero_tva_absent,Numero TVA absent
8299,Nord Services AB,IT,IT,IT3O403121024,IT3O403121024,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8306,Fabrica Materials Oy,SE,SE,SE5435104004G1,SE5435104004G1,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8309,Verso Technologies SA,IT,IT,IT186242087914,IT186242087914,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8310,Corvus Consulting BV,FR,FR,FR74K63000469,FR74K63000469,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8312,Delta Materials SpA,QQ,QQ,QQ33815232625,QQ33815232625,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8314,Kappa Distribution SARL,PT,PT,596950080,596950080,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8339,Alpine Technologies SARL,BE,BE,BE128585902,BE128585902,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8343,Global Transports A/S,PL,PL,2828139387,2828139387,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8345,Verso Industries SpA,NL,NL,NL673150G57B13,NL673150G57B13,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8347,Kappa Services GmbH,FR,FR,FR3664455967,FR3664455967,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8349,Vertex Foods AB,UK,UK,UK1720119410,UK1720119410,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8355,Corvus Consulting Oy,GB,GB,GB41638846407,GB41638846407,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8356,Papyrus Technologies NV,LU,LU,LU3122180O,LU3122180O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8357,Lumen Technologies NV,FR,FR,FR043077426506,FR043077426506,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8359,Kappa Materials NV,QQ,QQ,QQ225668727401,QQ225668727401,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8363,Ardent Consulting SpA,XX,XX,XX34554609,XX34554609,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8364,Cobalt Logistics Sp. z o.o.,BE,BE,BE19343811267,BE19343811267,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8376,Atlantic Trading Sp. z o.o.,FI,FI,33641533,33641533,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8379,Global Distribution SAS,UK,UK,UK584246820,UK584246820,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8386,Textil Materials Sp. z o.o.,IT,IT,-,,numero_tva_absent,Numero TVA absent
8388,Atlantic Transports NV,DK,DK,40549919,40549919,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8391,Baltic Materials Lda,PL,PL,PL20369824129,PL20369824129,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8393,Azur Consulting SA,FR,FR,FR218109821809,FR218109821809,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8397,Delta Transports Sp. z o.o.,NL,NL,NL505577562B876,NL505577562B876,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8407,Prima Distribution SpA,UK,UK,UK8571292313,UK8571292313,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8412,Lumen Distribution Oy,XX,XX,XX767987731101,XX767987731101,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8414,Corvus Industries Sp. z o.o.,FR,FR,FR91663282H17,FR91663282H17,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8415,Lumen Technologies A/S,FI,FI, ,,numero_tva_absent,Numero TVA absent
8420,Hanse Materials SA,GB,GB,GB709565537B35,GB709565537B35,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8422,Atlantic Industries A/S,BE,BE,BE170118669,BE170118669,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8425,Granit Foods Oy,IT,IT,IT7121759089,IT7121759089,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8427,Alpine Services AB,GB,GB,GB.349562396301,GB349562396301,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8434,Orion Trading AB,PT,PT,PT433H69730,PT433H69730,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8436,Prima Technologies SARL,PT,PT,-,,numero_tva_absent,Numero TVA absent
8440,Vela Logistics BV,PL,PL,N/A,NA,numero_tva_absent,Numero TVA absent
8448,Fabrica Foods A/S,LU,LU,LUO7445972,LUO7445972,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8450,Vela Consulting SA,GB,GB,GB35888840,GB35888840,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8454,Solaris Services Oy,GB,GB,GB0847139503,GB0847139503,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8455,Vela Foods Lda,DK,DK,DK5477493,DK5477493,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8459,Atlantic Technologies Sp. z o.o.,LU,LU,21661275,21661275,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8462,Global Transports GmbH,PT,PT,PT96647461,PT96647461,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8467,Lumen Logistics SpA,SE,SE,SE07055H370401,SE07055H370401,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8469,Granit Consulting A/S,ZZ,ZZ,ZZ84884249,ZZ84884249,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8478,Fabrica Logistics AB,LU,LU,LU3383536,LU3383536,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8488,Delta Technologies SA,LU,LU,LU3323926M,LU3323926M,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8492,Batavia Industries A/S,FI,FI, ,,numero_tva_absent,Numero TVA absent
8494,Fabrica Logistics BV,SE,SE,203837153601,203837153601,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8496,Papyrus Logistics SpA,LU,LU,LU135230390,LU135230390,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8501,Batavia Distribution SpA,LU,LU,LU9319987,LU9319987,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8505,Granit Services A/S,SE,SE,SE60991223H601,SE60991223H601,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8515,Alpine Services AB,IT,IT,IT68448O45808,IT68448O45808,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8531,Kappa Technologies AB,SE,SE,SE2341G1500701,SE2341G1500701,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8532,Vertex Distribution SARL,PL,PL,PL18H9522089,PL18H9522089,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8534,Delta Materials Oy,LU,LU,LU6367140,LU6367140,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8536,Textil Materials Oy,FR,FR,null,NULL,numero_tva_absent,Numero TVA absent
8537,Prima Technologies AB,FR,FR,58560322811,58560322811,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8541,Granit Services SA,FI,FI,FI724360813,FI724360813,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8543,Verso Materials Oy,FI,FI,FI754193834,FI754193834,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8545,Meridian Foods Sp. z o.o.,BE,BE,BE1O50053158,BE1O50053158,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8548,Azur Industries GmbH,BE,BE,BE17622205769,BE17622205769,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8555,Alpine Technologies SpA,FI,FI,33820021,33820021,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8556,Azur Transports Sp. z o.o.,IT,IT,37666197498,37666197498,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8560,Atlantic Consulting SpA,IT,IT,IT 7579 30G3312,IT757930G3312,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8561,Meridian Services Lda,XX,XX,XX258171339901,XX258171339901,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8565,Lumen Trading SA,UK,UK,UK595300996B72,UK595300996B72,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8573,Meridian Technologies Oy,PL,PL,PL626464889,PL626464889,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8579,Metallo Services AB,UK,UK,UK679365217B34,UK679365217B34,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8581,Solaris Materials SAS,FI,FI,N/A,NA,numero_tva_absent,Numero TVA absent
8586,Fabrica Technologies BV,DK,DK,DK4108940,DK4108940,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8593,Delta Transports SpA,GB,GB,GB51098940,GB51098940,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8594,Orion Trading SA,FR,FR,FR3552895617,FR3552895617,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8603,Papyrus Industries Lda,BE,BE,0735812504,0735812504,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8610,Granit Foods SARL,FR,FR,null,NULL,numero_tva_absent,Numero TVA absent
8618,Prima Consulting BV,NL,NL,NL98436O508B57,NL98436O508B57,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8620,Corvus Consulting Oy,FR,FR,62958033450,62958033450,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8621,Corvus Industries SpA,IT,IT, ,,numero_tva_absent,Numero TVA absent
8623,Textil Foods Lda,IT,IT,IT133575690557,IT133575690557,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8627,Cobalt Materials Oy,FI,FI,FI6165854,FI6165854,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8629,Hanse Services SA,FR,FR,FR523104792307,FR523104792307,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8630,Fabrica Services GmbH,UK,UK,UK43717766,UK43717766,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8639,Alpine Logistics Sp. z o.o.,BE,BE,BE136270430,BE136270430,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8646,Batavia Services SpA,PL,PL,PL132840O141,PL132840O141,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8650,Kappa Foods SARL,PL,PL,PL52546179944,PL52546179944,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8651,Global Trading Sp. z o.o.,PT,PT,281677891,281677891,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8654,Ardent Logistics AB,PL,PL,9747769107,9747769107,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8661,Nord Technologies BV,PT,PT,720382513,720382513,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8664,Azur Services Oy,DK,DK,DKG5519666,DKG5519666,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8665,Delta Materials BV,IT,IT,IT8541058K892,IT8541058K892,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8666,Kappa Materials NV,GB,GB,GB35903004,GB35903004,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8668,Cobalt Foods SAS,FI,FI,FI959459892,FI959459892,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8674,Baltic Services Lda,UK,UK,UK28700601,UK28700601,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8677,Papyrus Consulting A/S,IT,IT,IT016031760319,IT016031760319,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8679,Vela Trading SpA,FR,FR,FR5453096J284,FR5453096J284,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8685,Solaris Industries SAS,FI,FI,FI2998238,FI2998238,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8690,Global Technologies NV,IT,IT,IT1700376056,IT1700376056,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8693,Batavia Industries SARL,IT,IT,IT2337930M417,IT2337930M417,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8701,Baltic Materials Oy,BE,BE,BE14794305382,BE14794305382,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8706,Cobalt Trading SARL,IT,IT,IT1177601231,IT1177601231,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8708,Textil Services AB,FR,FR,FR328066574719,FR328066574719,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8714,Lusitania Foods A/S,IT,IT,IT2155178510K,IT2155178510K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8715,Orion Technologies SAS,BE,BE, ,,numero_tva_absent,Numero TVA absent
8717,Textil Consulting Lda,SE,SE,093828954301,093828954301,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8719,Verso Services SpA,LU,LU,LU5209271,LU5209271,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8738,Corvus Technologies SA,FR,FR,FR77894958J35,FR77894958J35,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8740,Nord Distribution AB,IT,IT,77238463713,77238463713,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8743,Batavia Trading GmbH,IT,IT,it2170405537,IT2170405537,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8746,Meridian Materials A/S,FI,FI,11015857,11015857,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8749,Prima Technologies NV,BE,BE,1300729319,1300729319,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8754,Metallo Distribution A/S,DK,DK, ,,numero_tva_absent,Numero TVA absent
8757,Textil Technologies A/S,BE,BE,BE01579060036,BE01579060036,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8759,Papyrus Industries NV,LU,LU,97994555,97994555,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8761,Baltic Materials NV,UK,UK,UK40182860788,UK40182860788,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
8763,Metallo Transports SA,DK,DK,DK6219576K,DK6219576K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8764,Kappa Trading BV,QQ,QQ,QQ31884950,QQ31884950,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
8767,Hanse Trading SARL,PL,PL,7204095566,7204095566,format_invalide,Numero nettoye non conforme au format attendu pour le pays
8770,Nord Distribution Oy,DK,DK,DK919988154,DK919988154,format_invalide,Numero nettoye non conforme au format attendu pour le pays
