source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_verdict,structure_reason,final_verdict,final_origin,checked_at,freshness_days,needs_human_review,needs_vies_verification,review_reason
8611,Metallo Services SARL,DK,DK,DK57197587,DK57197587,valid,ok_structure,indetermine,pending_vies,,,,True,
8612,Lusitania Trading AB,FR,FR,FR.77695991447,FR77695991447,valid,ok_structure,indetermine,pending_vies,,,,True,
8613,Kappa Industries GmbH,PL,PL,PL1552860735,PL1552860735,valid,ok_structure,indetermine,pending_vies,,,,True,
8614,Textil Materials NV,BE,BE,BE0514740990,BE0514740990,valid,ok_structure,indetermine,pending_vies,,,,True,
8615,Kappa Logistics SAS,PT,PT,PT201609878,PT201609878,valid,ok_structure,indetermine,pending_vies,,,,True,
8616,Ardent Distribution SA,SE,SE,SE.911722522801,SE911722522801,valid,ok_structure,indetermine,pending_vies,,,,True,
8617,Azur Materials BV,SE,SE,SE665258898601,SE665258898601,valid,ok_structure,indetermine,pending_vies,,,,True,
8618,Prima Consulting BV,NL,NL,NL98436O508B57,NL98436O508B57,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8619,Lusitania Consulting SAS,IT,IT,IT90428044912,IT90428044912,valid,ok_structure,indetermine,pending_vies,,,,True,
8620,Corvus Consulting Oy,FR,FR,62958033450,62958033450,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8621,Corvus Industries SpA,IT,IT, ,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
8622,Vertex Materials Sp. z o.o.,SE,SE,SE413351377201,SE413351377201,valid,ok_structure,indetermine,pending_vies,,,,True,
8623,Textil Foods Lda,IT,IT,IT133575690557,IT133575690557,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8624,Global Distribution NV,NL,NL,NL618604235B84,NL618604235B84,valid,ok_structure,indetermine,pending_vies,,,,True,
8625,Azur Foods NV,IT,IT,it84393704717,IT84393704717,valid,ok_structure,indetermine,pending_vies,,,,True,
8626,Atlantic Industries BV,PT,PT,PT731111249,PT731111249,valid,ok_structure,indetermine,pending_vies,,,,True,
8627,Cobalt Materials Oy,FI,FI,FI6165854,FI6165854,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8628,Papyrus Logistics SAS,SE,SE,SE117804039801,SE117804039801,valid,ok_structure,indetermine,pending_vies,,,,True,
8629,Hanse Services SA,FR,FR,FR523104792307,FR523104792307,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8630,Fabrica Services GmbH,UK,UK,UK43717766,UK43717766,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
8631,Vela Industries Sp. z o.o.,FI,FI,FI60972469,FI60972469,valid,ok_structure,indetermine,pending_vies,,,,True,
8632,Corvus Logistics A/S,FI,FI,FI21927315,FI21927315,valid,ok_structure,indetermine,pending_vies,,,,True,
8633,Verso Foods SARL,FR,FR,FR51108547134,FR51108547134,valid,ok_structure,indetermine,pending_vies,,,,True,
8634,Alpine Industries Sp. z o.o.,PT,PT,PT843052716,PT843052716,valid,ok_structure,indetermine,pending_vies,,,,True,
8635,Global Technologies NV,PL,PL,PL8530789181,PL8530789181,valid,ok_structure,indetermine,pending_vies,,,,True,
8636,Azur Distribution GmbH,NL,NL,NL073292679B15,NL073292679B15,valid,ok_structure,indetermine,pending_vies,,,,True,
8637,Nord Technologies BV,SE,SE,SE465998339101,SE465998339101,valid,ok_structure,indetermine,pending_vies,,,,True,
8638,Lusitania Foods AB,BE,BE,BE1293401463,BE1293401463,valid,ok_structure,indetermine,pending_vies,,,,True,
8639,Alpine Logistics Sp. z o.o.,BE,BE,BE136270430,BE136270430,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8640,Papyrus Services SpA,NL,NL,NL344320662B83,NL344320662B83,valid,ok_structure,indetermine,pending_vies,,,,True,
8641,Metallo Trading SA,PT,PT,PT414713206,PT414713206,valid,ok_structure,indetermine,pending_vies,,,,True,
8642,Hanse Distribution Sp. z o.o.,LU,LU,LU48454058,LU48454058,valid,ok_structure,indetermine,pending_vies,,,,True,
8643,Cobalt Logistics SpA,IT,IT,  IT24197453855 ,IT24197453855,valid,ok_structure,indetermine,pending_vies,,,,True,
8644,Lusitania Foods A/S,FR,FR,FR74215563444,FR74215563444,valid,ok_structure,indetermine,pending_vies,,,,True,
8645,Granit Technologies SARL,BE,BE,BE1438377069,BE1438377069,valid,ok_structure,indetermine,pending_vies,,,,True,
8646,Batavia Services SpA,PL,PL,PL132840O141,PL132840O141,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8647,Verso Consulting Oy,FR,FR,  FR26540457265 ,FR26540457265,valid,ok_structure,indetermine,pending_vies,,,,True,
8648,Verso Services SpA,PT,PT,pt541960636,PT541960636,valid,ok_structure,indetermine,pending_vies,,,,True,
8649,Kappa Services SA,SE,SE,SE553379347601,SE553379347601,valid,ok_structure,indetermine,pending_vies,,,,True,
8650,Kappa Foods SARL,PL,PL,PL52546179944,PL52546179944,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8651,Global Trading Sp. z o.o.,PT,PT,281677891,281677891,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8652,Orion Trading A/S,BE,BE,BE.1973116689,BE1973116689,valid,ok_structure,indetermine,pending_vies,,,,True,
8653,Fabrica Logistics SAS,FI,FI,FI42476699,FI42476699,valid,ok_structure,indetermine,pending_vies,,,,True,
8654,Ardent Logistics AB,PL,PL,9747769107,9747769107,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8655,Prima Materials SARL,SE,SE,SE093204057901,SE093204057901,valid,ok_structure,indetermine,pending_vies,,,,True,
8656,Meridian Distribution NV,PL,PL,PL3884631859,PL3884631859,valid,ok_structure,indetermine,pending_vies,,,,True,
8657,Papyrus Trading BV,FI,FI,FI 2943 6289,FI29436289,valid,ok_structure,indetermine,pending_vies,,,,True,
8658,Metallo Foods Lda,IT,IT,IT.05361268658,IT05361268658,valid,ok_structure,indetermine,pending_vies,,,,True,
8659,Lumen Services SpA,NL,NL,NL536550359B46,NL536550359B46,valid,ok_structure,indetermine,pending_vies,,,,True,
8660,Nord Consulting AB,FI,FI,FI13284866,FI13284866,valid,ok_structure,indetermine,pending_vies,,,,True,
8661,Nord Technologies BV,PT,PT,720382513,720382513,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8662,Global Services SAS,FI,FI,FI01348704,FI01348704,valid,ok_structure,indetermine,pending_vies,,,,True,
8663,Atlantic Consulting NV,DK,DK,DK23197297,DK23197297,valid,ok_structure,indetermine,pending_vies,,,,True,
8664,Azur Services Oy,DK,DK,DKG5519666,DKG5519666,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8665,Delta Materials BV,IT,IT,IT8541058K892,IT8541058K892,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8666,Kappa Materials NV,GB,GB,GB35903004,GB35903004,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
8667,Global Industries SARL,LU,LU,LU83359318,LU83359318,valid,ok_structure,indetermine,pending_vies,,,,True,
8668,Cobalt Foods SAS,FI,FI,FI959459892,FI959459892,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8669,Lumen Industries SpA,FR,FR,FR27253639388,FR27253639388,valid,ok_structure,indetermine,pending_vies,,,,True,
8670,Verso Technologies SpA,IT,IT,IT37781727021,IT37781727021,valid,ok_structure,indetermine,pending_vies,,,,True,
8671,Lusitania Technologies BV,SE,SE,SE627074339301,SE627074339301,valid,ok_structure,indetermine,pending_vies,,,,True,
8672,Papyrus Industries NV,FR,FR,FR90593632266,FR90593632266,valid,ok_structure,indetermine,pending_vies,,,,True,
8673,Prima Trading NV,NL,NL,NL962515553B38,NL962515553B38,valid,ok_structure,indetermine,pending_vies,,,,True,
8674,Baltic Services Lda,UK,UK,UK28700601,UK28700601,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
8675,Fabrica Technologies Oy,IT,IT,  IT37941563985 ,IT37941563985,valid,ok_structure,indetermine,pending_vies,,,,True,
8676,Verso Materials SA,FI,FI,FI68914386,FI68914386,valid,ok_structure,indetermine,pending_vies,,,,True,
8677,Papyrus Consulting A/S,IT,IT,IT016031760319,IT016031760319,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8678,Vertex Services Sp. z o.o.,NL,NL,NL970065499B68,NL970065499B68,valid,ok_structure,indetermine,pending_vies,,,,True,
8679,Vela Trading SpA,FR,FR,FR5453096J284,FR5453096J284,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8680,Global Foods NV,IT,IT,IT73604036134,IT73604036134,valid,ok_structure,indetermine,pending_vies,,,,True,
8681,Ardent Materials Sp. z o.o.,BE,BE,BE1901422902,BE1901422902,valid,ok_structure,indetermine,pending_vies,,,,True,
8682,Meridian Consulting GmbH,BE,BE,BE0811634632,BE0811634632,valid,ok_structure,indetermine,pending_vies,,,,True,
8683,Solaris Logistics Oy,FI,FI,FI36168921,FI36168921,valid,ok_structure,indetermine,pending_vies,,,,True,
8684,Lumen Consulting SA,PT,PT,PT532169794,PT532169794,valid,ok_structure,indetermine,pending_vies,,,,True,
8685,Solaris Industries SAS,FI,FI,FI2998238,FI2998238,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8686,Granit Foods GmbH,DK,DK,DK50329623,DK50329623,valid,ok_structure,indetermine,pending_vies,,,,True,
8687,Vertex Technologies SpA,FI,FI,FI 3415 1376,FI34151376,valid,ok_structure,indetermine,pending_vies,,,,True,
8688,Metallo Logistics SAS,NL,NL,NL336713670B40,NL336713670B40,valid,ok_structure,indetermine,pending_vies,,,,True,
8689,Meridian Consulting Lda,BE,BE,BE 1439 345386,BE1439345386,valid,ok_structure,indetermine,pending_vies,,,,True,
8690,Global Technologies NV,IT,IT,IT1700376056,IT1700376056,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8691,Fabrica Consulting BV,DK,DK,dk07900457,DK07900457,valid,ok_structure,indetermine,pending_vies,,,,True,
8692,Corvus Consulting Sp. z o.o.,LU,LU,LU.11552806,LU11552806,valid,ok_structure,indetermine,pending_vies,,,,True,
8693,Batavia Industries SARL,IT,IT,IT2337930M417,IT2337930M417,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8694,Meridian Logistics Lda,PT,PT,PT-781828740,PT781828740,valid,ok_structure,indetermine,pending_vies,,,,True,
8695,Nord Foods Sp. z o.o.,FR,FR,FR82675973882,FR82675973882,valid,ok_structure,indetermine,pending_vies,,,,True,
8696,Vertex Materials GmbH,PL,PL,PL-3127036057,PL3127036057,valid,ok_structure,indetermine,pending_vies,,,,True,
8697,Lumen Industries BV,LU,LU,LU.77072776,LU77072776,valid,ok_structure,indetermine,pending_vies,,,,True,
8698,Vela Trading GmbH,DK,DK,DK60210798,DK60210798,valid,ok_structure,indetermine,pending_vies,,,,True,
8699,Cobalt Logistics SAS,FI,FI,FI85053736,FI85053736,valid,ok_structure,indetermine,pending_vies,,,,True,
8700,Papyrus Technologies Lda,BE,BE,BE0595180419,BE0595180419,valid,ok_structure,indetermine,pending_vies,,,,True,
8701,Baltic Materials Oy,BE,BE,BE14794305382,BE14794305382,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8702,Alpine Industries SARL,BE,BE,BE0801646305,BE0801646305,valid,ok_structure,indetermine,pending_vies,,,,True,
8703,Hanse Trading SA,PT,PT,PT 8295 48211,PT829548211,valid,ok_structure,indetermine,pending_vies,,,,True,
8704,Corvus Trading SARL,IT,IT,it33264115016,IT33264115016,valid,ok_structure,indetermine,pending_vies,,,,True,
8705,Vertex Distribution SA,LU,LU,LU51771380,LU51771380,valid,ok_structure,indetermine,pending_vies,,,,True,
8706,Cobalt Trading SARL,IT,IT,IT1177601231,IT1177601231,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8707,Delta Foods A/S,LU,LU,LU51518957,LU51518957,valid,ok_structure,indetermine,pending_vies,,,,True,
8708,Textil Services AB,FR,FR,FR328066574719,FR328066574719,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8709,Verso Logistics SA,SE,SE,SE148971220601,SE148971220601,valid,ok_structure,indetermine,pending_vies,,,,True,
8710,Ardent Materials NV,FI,FI,FI22544797,FI22544797,valid,ok_structure,indetermine,pending_vies,,,,True,
8711,Batavia Trading BV,FI,FI,FI16631659,FI16631659,valid,ok_structure,indetermine,pending_vies,,,,True,
8712,Hanse Distribution Oy,LU,LU,LU 2883 4675,LU28834675,valid,ok_structure,indetermine,pending_vies,,,,True,
8713,Vertex Logistics Oy,DK,DK,DK65301725,DK65301725,valid,ok_structure,indetermine,pending_vies,,,,True,
8714,Lusitania Foods A/S,IT,IT,IT2155178510K,IT2155178510K,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8715,Orion Technologies SAS,BE,BE, ,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
8716,Atlantic Consulting Lda,IT,IT,IT43516311673,IT43516311673,valid,ok_structure,indetermine,pending_vies,,,,True,
8717,Textil Consulting Lda,SE,SE,093828954301,093828954301,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8718,Textil Trading SAS,FI,FI,FI96491184,FI96491184,valid,ok_structure,indetermine,pending_vies,,,,True,
8719,Verso Services SpA,LU,LU,LU5209271,LU5209271,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8720,Prima Industries Lda,PT,PT,PT904452310,PT904452310,valid,ok_structure,indetermine,pending_vies,,,,True,
8721,Batavia Materials Sp. z o.o.,PT,PT,PT 6825 25065,PT682525065,valid,ok_structure,indetermine,pending_vies,,,,True,
8722,Azur Consulting SA,LU,LU,LU88596862,LU88596862,valid,ok_structure,indetermine,pending_vies,,,,True,
8723,Papyrus Industries BV,SE,SE,SE051885881601,SE051885881601,valid,ok_structure,indetermine,pending_vies,,,,True,
8724,Papyrus Technologies AB,FI,FI,fi64379216,FI64379216,valid,ok_structure,indetermine,pending_vies,,,,True,
8725,Nord Foods SpA,SE,SE,SE870094056501,SE870094056501,valid,ok_structure,indetermine,pending_vies,,,,True,
8726,Alpine Consulting SpA,NL,NL,NL127746257B46,NL127746257B46,valid,ok_structure,indetermine,pending_vies,,,,True,
8727,Fabrica Consulting Oy,LU,LU,LU56635952,LU56635952,valid,ok_structure,indetermine,pending_vies,,,,True,
8728,Meridian Consulting SARL,LU,LU,LU 8768 4214,LU87684214,valid,ok_structure,indetermine,pending_vies,,,,True,
8729,Solaris Foods A/S,SE,SE,SE.352853171201,SE352853171201,valid,ok_structure,indetermine,pending_vies,,,,True,
8730,Textil Distribution SARL,LU,LU,LU 1267 1568,LU12671568,valid,ok_structure,indetermine,pending_vies,,,,True,
8731,Orion Logistics Oy,NL,NL,NL990823738B77,NL990823738B77,valid,ok_structure,indetermine,pending_vies,,,,True,
8732,Verso Consulting Lda,NL,NL,NL157110758B07,NL157110758B07,valid,ok_structure,indetermine,pending_vies,,,,True,
8733,Meridian Technologies GmbH,PT,PT,PT669533661,PT669533661,valid,ok_structure,indetermine,pending_vies,,,,True,
8734,Atlantic Consulting NV,IT,IT,IT41517653411,IT41517653411,valid,ok_structure,indetermine,pending_vies,,,,True,
8735,Lusitania Services A/S,FI,FI,FI80838908,FI80838908,valid,ok_structure,indetermine,pending_vies,,,,True,
8736,Hanse Materials A/S,IT,IT,IT.77041961127,IT77041961127,valid,ok_structure,indetermine,pending_vies,,,,True,
8737,Metallo Industries SARL,DK,DK,DK28547277,DK28547277,valid,ok_structure,indetermine,pending_vies,,,,True,
8738,Corvus Technologies SA,FR,FR,FR77894958J35,FR77894958J35,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8739,Lumen Logistics NV,BE,BE,be1629731147,BE1629731147,valid,ok_structure,indetermine,pending_vies,,,,True,
8740,Nord Distribution AB,IT,IT,77238463713,77238463713,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8741,Vertex Services AB,NL,NL,NL 9359 58939B42,NL935958939B42,valid,ok_structure,indetermine,pending_vies,,,,True,
8742,Alpine Industries GmbH,FI,FI,fi69686725,FI69686725,valid,ok_structure,indetermine,pending_vies,,,,True,
8743,Batavia Trading GmbH,IT,IT,it2170405537,IT2170405537,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8744,Corvus Materials Oy,BE,BE,BE.0390134493,BE0390134493,valid,ok_structure,indetermine,pending_vies,,,,True,
8745,Lusitania Services AB,IT,IT,IT.08155230058,IT08155230058,valid,ok_structure,indetermine,pending_vies,,,,True,
8746,Meridian Materials A/S,FI,FI,11015857,11015857,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8747,Global Consulting Sp. z o.o.,PT,PT,PT367281546,PT367281546,valid,ok_structure,indetermine,pending_vies,,,,True,
8748,Cobalt Trading AB,NL,NL,  NL104684288B15 ,NL104684288B15,valid,ok_structure,indetermine,pending_vies,,,,True,
8749,Prima Technologies NV,BE,BE,1300729319,1300729319,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8750,Solaris Services NV,NL,NL,NL870267784B80,NL870267784B80,valid,ok_structure,indetermine,pending_vies,,,,True,
8751,Lumen Services SARL,NL,NL,NL087544430B02,NL087544430B02,valid,ok_structure,indetermine,pending_vies,,,,True,
8752,Lumen Industries A/S,LU,LU,LU58884975,LU58884975,valid,ok_structure,indetermine,pending_vies,,,,True,
8753,Delta Transports SAS,PL,PL,PL6125934003,PL6125934003,valid,ok_structure,indetermine,pending_vies,,,,True,
8754,Metallo Distribution A/S,DK,DK, ,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
8755,Verso Consulting BV,NL,NL,NL-700973333B79,NL700973333B79,valid,ok_structure,indetermine,pending_vies,,,,True,
8756,Granit Foods SAS,FI,FI,FI57307118,FI57307118,valid,ok_structure,indetermine,pending_vies,,,,True,
8757,Textil Technologies A/S,BE,BE,BE01579060036,BE01579060036,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8758,Verso Consulting SARL,FR,FR,FR93807139840,FR93807139840,valid,ok_structure,indetermine,pending_vies,,,,True,
8759,Papyrus Industries NV,LU,LU,97994555,97994555,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8760,Granit Trading AB,SE,SE,SE-493403504101,SE493403504101,valid,ok_structure,indetermine,pending_vies,,,,True,
8761,Baltic Materials NV,UK,UK,UK40182860788,UK40182860788,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
8762,Solaris Logistics NV,FR,FR,FR.25220702908,FR25220702908,valid,ok_structure,indetermine,pending_vies,,,,True,
8763,Metallo Transports SA,DK,DK,DK6219576K,DK6219576K,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8764,Kappa Trading BV,QQ,QQ,QQ31884950,QQ31884950,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
8765,Cobalt Distribution Oy,DK,DK,DK47905950,DK47905950,valid,ok_structure,indetermine,pending_vies,,,,True,
8766,Nord Consulting SA,PT,PT,PT 1673 95050,PT167395050,valid,ok_structure,indetermine,pending_vies,,,,True,
8767,Hanse Trading SARL,PL,PL,7204095566,7204095566,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8768,Orion Materials Oy,DK,DK,DK03546472,DK03546472,valid,ok_structure,indetermine,pending_vies,,,,True,
8769,Vela Consulting SA,SE,SE,SE 1493 24704101,SE149324704101,valid,ok_structure,indetermine,pending_vies,,,,True,
8770,Nord Distribution Oy,DK,DK,DK919988154,DK919988154,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8771,Baltic Services AB,PT,PT,108596516,108596516,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8772,Delta Foods Lda,PT,PT,PT845136604,PT845136604,valid,ok_structure,indetermine,pending_vies,,,,True,
8773,Hanse Foods SA,PT,PT,PT741402645,PT741402645,valid,ok_structure,indetermine,pending_vies,,,,True,
8774,Vela Logistics BV,BE,BE,BE1866625834,BE1866625834,valid,ok_structure,indetermine,pending_vies,,,,True,
8775,Ardent Transports SARL,PT,PT,PT390130167,PT390130167,valid,ok_structure,indetermine,pending_vies,,,,True,
8776,Delta Technologies SARL,FR,FR,FR95769224998,FR95769224998,valid,ok_structure,indetermine,pending_vies,,,,True,
8777,Cobalt Transports Oy,FR,FR,FR29794733939,FR29794733939,valid,ok_structure,indetermine,pending_vies,,,,True,
8778,Alpine Logistics AB,IT,IT,IT7606043996,IT7606043996,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8779,Cobalt Technologies SpA,IT,IT,IT20154311813,IT20154311813,valid,ok_structure,indetermine,pending_vies,,,,True,
8780,Corvus Materials NV,PL,PL,PL5654227777,PL5654227777,valid,ok_structure,indetermine,pending_vies,,,,True,
8781,Lumen Logistics GmbH,LU,LU,LU35339161,LU35339161,valid,ok_structure,indetermine,pending_vies,,,,True,
8782,Delta Technologies SpA,IT,IT,IT13287048394,IT13287048394,valid,ok_structure,indetermine,pending_vies,,,,True,
8783,Granit Logistics SARL,BE,BE,BE 1768 264468,BE1768264468,valid,ok_structure,indetermine,pending_vies,,,,True,
8784,Solaris Services SARL,PL,PL,PL2868312461,PL2868312461,valid,ok_structure,indetermine,pending_vies,,,,True,
8785,Lumen Materials Oy,FR,FR,FR78520727935,FR78520727935,valid,ok_structure,indetermine,pending_vies,,,,True,
8786,Nord Consulting BV,PT,PT,PT858792559,PT858792559,valid,ok_structure,indetermine,pending_vies,,,,True,
8787,Atlantic Technologies SARL,DK,DK,DK06717934,DK06717934,valid,ok_structure,indetermine,pending_vies,,,,True,
8788,Fabrica Foods GmbH,PT,PT,PT486983013,PT486983013,valid,ok_structure,indetermine,pending_vies,,,,True,
8789,Batavia Technologies NV,IT,IT,IT80421576846,IT80421576846,valid,ok_structure,indetermine,pending_vies,,,,True,
8790,Prima Consulting NV,IT,IT,IT14473785856,IT14473785856,valid,ok_structure,indetermine,pending_vies,,,,True,
8791,Atlantic Logistics Oy,PT,PT,PT756517524,PT756517524,valid,ok_structure,indetermine,pending_vies,,,,True,
8792,Cobalt Logistics BV,NL,NL,-,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
8793,Lusitania Industries Lda,XX,XX,XX79076597,XX79076597,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
8794,Hanse Services Oy,PL,PL,PL5943183844,PL5943183844,valid,ok_structure,indetermine,pending_vies,,,,True,
8795,Meridian Logistics NV,BE,BE,BE0380885445,BE0380885445,valid,ok_structure,indetermine,pending_vies,,,,True,
8796,Global Materials Lda,FR,FR,FR91249540933,FR91249540933,valid,ok_structure,indetermine,pending_vies,,,,True,
8797,Textil Foods BV,PL,PL,-,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
8798,Hanse Foods Sp. z o.o.,NL,NL,NL.399362101B83,NL399362101B83,valid,ok_structure,indetermine,pending_vies,,,,True,
8799,Global Technologies GmbH,FI,FI,FI70029570,FI70029570,valid,ok_structure,indetermine,pending_vies,,,,True,
8800,Prima Consulting AB,IT,IT,IT69587566915,IT69587566915,valid,ok_structure,indetermine,pending_vies,,,,True,
8801,Lusitania Services Lda,PL,PL,PL8170209217,PL8170209217,valid,ok_structure,indetermine,pending_vies,,,,True,
8802,Global Consulting SpA,SE,SE,SE806734807101,SE806734807101,valid,ok_structure,indetermine,pending_vies,,,,True,
8803,Solaris Consulting Sp. z o.o.,PT,PT,114524165,114524165,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8804,Meridian Trading SARL,UK,UK,UK9237571180,UK9237571180,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
8805,Kappa Technologies Lda,IT,IT,IT75260735883,IT75260735883,valid,ok_structure,indetermine,pending_vies,,,,True,
8806,Orion Transports SpA,DK,DK,DK27844693,DK27844693,valid,ok_structure,indetermine,pending_vies,,,,True,
8807,Vela Materials Oy,ZZ,ZZ,ZZ35525629,ZZ35525629,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
8808,Nord Industries SAS,IT,IT,IT72729162143,IT72729162143,valid,ok_structure,indetermine,pending_vies,,,,True,
8809,Lusitania Industries AB,BE,BE,BE150098809,BE150098809,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8810,Solaris Materials AB,LU,LU,LU406245494,LU406245494,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8811,Global Consulting GmbH,DK,DK,DK15883705,DK15883705,valid,ok_structure,indetermine,pending_vies,,,,True,
8812,Atlantic Materials AB,PL,PL,PL1374698415,PL1374698415,valid,ok_structure,indetermine,pending_vies,,,,True,
8813,Textil Distribution AB,IT,IT,IT-13296266474,IT13296266474,valid,ok_structure,indetermine,pending_vies,,,,True,
8814,Corvus Distribution Sp. z o.o.,NL,NL,NL409905598B47,NL409905598B47,valid,ok_structure,indetermine,pending_vies,,,,True,
8815,Corvus Foods BV,BE,BE,1917192627,1917192627,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8816,Textil Distribution BV,PL,PL,PL808081526K,PL808081526K,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8817,Vertex Distribution BV,DK,DK,  DK65426714 ,DK65426714,valid,ok_structure,indetermine,pending_vies,,,,True,
8818,Granit Services BV,DK,DK,DK49222955,DK49222955,valid,ok_structure,indetermine,pending_vies,,,,True,
8819,Global Consulting SARL,DK,DK,  DK14399216 ,DK14399216,valid,ok_structure,indetermine,pending_vies,,,,True,
8820,Lusitania Transports GmbH,FI,FI,FI480867985,FI480867985,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
8821,Fabrica Foods SA,PT,PT,PT.975035568,PT975035568,valid,ok_structure,indetermine,pending_vies,,,,True,
8822,Batavia Technologies BV,BE,BE,BE0503143671,BE0503143671,valid,ok_structure,indetermine,pending_vies,,,,True,
